Domain Code,Domain,Area_Code_(FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","100","India","5510","Production","515","Apples","2008","2008","tonnes","2001000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","515","Apples","2010","2010","tonnes","1777200","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","515","Apples","2012","2012","tonnes","2203400","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","515","Apples","2014","2014","tonnes","2497680","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","515","Apples","2016","2016","tonnes","2521000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","515","Apples","2018","2018","tonnes","2327000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","515","Apples","2020","2020","tonnes","2734000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","526","Apricots","2000","2000","ha","3466","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","100","India","5312","Area harvested","526","Apricots","2002","2002","ha","3603","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","100","India","5312","Area harvested","526","Apricots","2004","2004","ha","3868","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","100","India","5312","Area harvested","526","Apricots","2006","2006","ha","4197","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","100","India","5312","Area harvested","526","Apricots","2008","2008","ha","4562","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","100","India","5312","Area harvested","526","Apricots","2010","2010","ha","4826","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","100","India","5312","Area harvested","526","Apricots","2012","2012","ha","5000","F","FAO estimate"
"QCL","Crops and livestock products","100","India","5312","Area harvested","526","Apricots","2014","2014","ha","5000","F","FAO estimate"
"QCL","Crops and livestock products","100","India","5312","Area harvested","526","Apricots","2016","2016","ha","5076","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","100","India","5312","Area harvested","526","Apricots","2018","2018","ha","5043","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","100","India","5312","Area harvested","526","Apricots","2020","2020","ha","5042","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","100","India","5419","Yield","526","Apricots","2000","2000","hg/ha","28563","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","526","Apricots","2002","2002","hg/ha","28354","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","526","Apricots","2004","2004","hg/ha","28201","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","526","Apricots","2006","2006","hg/ha","28227","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","526","Apricots","2008","2008","hg/ha","28253","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","526","Apricots","2010","2010","hg/ha","28274","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","526","Apricots","2012","2012","hg/ha","28298","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","526","Apricots","2014","2014","hg/ha","28232","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","526","Apricots","2016","2016","hg/ha","28207","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","526","Apricots","2018","2018","hg/ha","28231","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","526","Apricots","2020","2020","hg/ha","28229","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","526","Apricots","2000","2000","tonnes","9900","*","Unofficial figure"
"QCL","Crops and livestock products","100","India","5510","Production","526","Apricots","2002","2002","tonnes","10216","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","100","India","5510","Production","526","Apricots","2004","2004","tonnes","10908","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","100","India","5510","Production","526","Apricots","2006","2006","tonnes","11847","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","100","India","5510","Production","526","Apricots","2008","2008","tonnes","12889","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","100","India","5510","Production","526","Apricots","2010","2010","tonnes","13645","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","100","India","5510","Production","526","Apricots","2012","2012","tonnes","14149","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","100","India","5510","Production","526","Apricots","2014","2014","tonnes","14116","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","100","India","5510","Production","526","Apricots","2016","2016","tonnes","14318","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","100","India","5510","Production","526","Apricots","2018","2018","tonnes","14237","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","100","India","5510","Production","526","Apricots","2020","2020","tonnes","14233","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","100","India","5312","Area harvested","406","Garlic","2000","2000","ha","124600","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","406","Garlic","2002","2002","ha","113954","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","100","India","5312","Area harvested","406","Garlic","2004","2004","ha","138900","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","406","Garlic","2006","2006","ha","134900","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","406","Garlic","2008","2008","ha","206120","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","406","Garlic","2010","2010","ha","164860","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","406","Garlic","2012","2012","ha","242000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","406","Garlic","2014","2014","ha","231000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","406","Garlic","2016","2016","ha","281000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","406","Garlic","2018","2018","ha","317000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","406","Garlic","2020","2020","ha","363000","","Official data"
"QCL","Crops and livestock products","100","India","5419","Yield","406","Garlic","2000","2000","hg/ha","42103","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","406","Garlic","2002","2002","hg/ha","43877","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","406","Garlic","2004","2004","hg/ha","49755","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","406","Garlic","2006","2006","hg/ha","44344","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","406","Garlic","2008","2008","hg/ha","51839","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","406","Garlic","2010","2010","hg/ha","50587","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","406","Garlic","2012","2012","hg/ha","50744","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","406","Garlic","2014","2014","hg/ha","54199","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","406","Garlic","2016","2016","hg/ha","57544","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","406","Garlic","2018","2018","hg/ha","50820","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","406","Garlic","2020","2020","hg/ha","80358","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","406","Garlic","2000","2000","tonnes","524600","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","406","Garlic","2002","2002","tonnes","500000","F","FAO estimate"
"QCL","Crops and livestock products","100","India","5510","Production","406","Garlic","2004","2004","tonnes","691100","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","406","Garlic","2006","2006","tonnes","598200","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","406","Garlic","2008","2008","tonnes","1068500","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","406","Garlic","2010","2010","tonnes","833970","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","406","Garlic","2012","2012","tonnes","1228000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","406","Garlic","2014","2014","tonnes","1252000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","406","Garlic","2016","2016","tonnes","1617000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","406","Garlic","2018","2018","tonnes","1611000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","406","Garlic","2020","2020","tonnes","2917000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","720","Ginger","2000","2000","ha","70000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","720","Ginger","2002","2002","ha","83847","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","100","India","5312","Area harvested","720","Ginger","2004","2004","ha","85100","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","720","Ginger","2006","2006","ha","110600","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","720","Ginger","2008","2008","ha","104360","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","720","Ginger","2010","2010","ha","107540","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","720","Ginger","2012","2012","ha","155000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","720","Ginger","2014","2014","ha","133000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","720","Ginger","2016","2016","ha","165000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","720","Ginger","2018","2018","ha","165000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","720","Ginger","2020","2020","ha","172000","","Official data"
"QCL","Crops and livestock products","100","India","5419","Yield","720","Ginger","2000","2000","hg/ha","33571","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","720","Ginger","2002","2002","hg/ha","32016","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","720","Ginger","2004","2004","hg/ha","35476","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","720","Ginger","2006","2006","hg/ha","35371","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","720","Ginger","2008","2008","hg/ha","37378","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","720","Ginger","2010","2010","hg/ha","35831","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","720","Ginger","2012","2012","hg/ha","48774","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","720","Ginger","2014","2014","hg/ha","49248","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","720","Ginger","2016","2016","hg/ha","67212","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","720","Ginger","2018","2018","hg/ha","106788","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","720","Ginger","2020","2020","hg/ha","107209","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","720","Ginger","2000","2000","tonnes","235000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","720","Ginger","2002","2002","tonnes","268447","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","100","India","5510","Production","720","Ginger","2004","2004","tonnes","301900","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","720","Ginger","2006","2006","tonnes","391200","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","720","Ginger","2008","2008","tonnes","390080","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","720","Ginger","2010","2010","tonnes","385330","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","720","Ginger","2012","2012","tonnes","756000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","720","Ginger","2014","2014","tonnes","655000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","720","Ginger","2016","2016","tonnes","1109000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","720","Ginger","2018","2018","tonnes","1762000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","720","Ginger","2020","2020","tonnes","1844000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","27","Rice, paddy","2000","2000","ha","44712000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","27","Rice, paddy","2002","2002","ha","41176100","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","27","Rice, paddy","2004","2004","ha","41906700","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","27","Rice, paddy","2006","2006","ha","43810000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","27","Rice, paddy","2008","2008","ha","45537400","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","27","Rice, paddy","2010","2010","ha","42862400","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","27","Rice, paddy","2012","2012","ha","42754000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","27","Rice, paddy","2014","2014","ha","44110000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","27","Rice, paddy","2016","2016","ha","43190000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","27","Rice, paddy","2018","2018","ha","44156450","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","27","Rice, paddy","2020","2020","ha","45000000","*","Unofficial figure"
"QCL","Crops and livestock products","100","India","5419","Yield","27","Rice, paddy","2000","2000","hg/ha","28508","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","27","Rice, paddy","2002","2002","hg/ha","26163","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","27","Rice, paddy","2004","2004","hg/ha","29756","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","27","Rice, paddy","2006","2006","hg/ha","31759","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","27","Rice, paddy","2008","2008","hg/ha","32509","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","27","Rice, paddy","2010","2010","hg/ha","33587","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","27","Rice, paddy","2012","2012","hg/ha","36909","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","27","Rice, paddy","2014","2014","hg/ha","35638","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","27","Rice, paddy","2016","2016","hg/ha","37902","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","27","Rice, paddy","2018","2018","hg/ha","39568","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","27","Rice, paddy","2020","2020","hg/ha","39623","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","27","Rice, paddy","2000","2000","tonnes","127464896","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","27","Rice, paddy","2002","2002","tonnes","107730304","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","27","Rice, paddy","2004","2004","tonnes","124697104","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","27","Rice, paddy","2006","2006","tonnes","139136992","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","27","Rice, paddy","2008","2008","tonnes","148036000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","27","Rice, paddy","2010","2010","tonnes","143963008","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","27","Rice, paddy","2012","2012","tonnes","157800000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","27","Rice, paddy","2014","2014","tonnes","157200000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","27","Rice, paddy","2016","2016","tonnes","163700000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","27","Rice, paddy","2018","2018","tonnes","174716730","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","27","Rice, paddy","2020","2020","tonnes","178305000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","328","Seed cotton","2000","2000","ha","8576500","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","328","Seed cotton","2002","2002","ha","7669700","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","328","Seed cotton","2004","2004","ha","8786600","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","328","Seed cotton","2006","2006","ha","9142000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","328","Seed cotton","2008","2008","ha","9410000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","328","Seed cotton","2010","2010","ha","11142000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","328","Seed cotton","2012","2012","ha","11980000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","328","Seed cotton","2014","2014","ha","13083000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","328","Seed cotton","2016","2016","ha","10830000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","328","Seed cotton","2018","2018","ha","12350000","*","Unofficial figure"
"QCL","Crops and livestock products","100","India","5312","Area harvested","328","Seed cotton","2020","2020","ha","12864576","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","100","India","5419","Yield","328","Seed cotton","2000","2000","hg/ha","5979","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","328","Seed cotton","2002","2002","hg/ha","5974","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","328","Seed cotton","2004","2004","hg/ha","9933","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","328","Seed cotton","2006","2006","hg/ha","13151","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","328","Seed cotton","2008","2008","hg/ha","12576","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","328","Seed cotton","2010","2010","hg/ha","15940","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","328","Seed cotton","2012","2012","hg/ha","15174","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","328","Seed cotton","2014","2014","hg/ha","14131","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","328","Seed cotton","2016","2016","hg/ha","15982","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","328","Seed cotton","2018","2018","hg/ha","11868","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","328","Seed cotton","2020","2020","hg/ha","13783","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","328","Seed cotton","2000","2000","tonnes","5128000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","328","Seed cotton","2002","2002","tonnes","4582000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","328","Seed cotton","2004","2004","tonnes","8728000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","328","Seed cotton","2006","2006","tonnes","12023000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","328","Seed cotton","2008","2008","tonnes","11834000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","328","Seed cotton","2010","2010","tonnes","17760000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","328","Seed cotton","2012","2012","tonnes","18179000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","328","Seed cotton","2014","2014","tonnes","18488000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","328","Seed cotton","2016","2016","tonnes","17308000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","328","Seed cotton","2018","2018","tonnes","14657000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","328","Seed cotton","2020","2020","tonnes","17731050","*","Unofficial figure"
"QCL","Crops and livestock products","100","India","5312","Area harvested","388","Tomatoes","2000","2000","ha","460000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","388","Tomatoes","2002","2002","ha","458100","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","388","Tomatoes","2004","2004","ha","502800","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","388","Tomatoes","2006","2006","ha","546100","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","388","Tomatoes","2008","2008","ha","566000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","388","Tomatoes","2010","2010","ha","634400","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","388","Tomatoes","2012","2012","ha","907000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","388","Tomatoes","2014","2014","ha","882030","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","388","Tomatoes","2016","2016","ha","774000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","388","Tomatoes","2018","2018","ha","789000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","388","Tomatoes","2020","2020","ha","812000","","Official data"
"QCL","Crops and livestock products","100","India","5419","Yield","388","Tomatoes","2000","2000","hg/ha","161522","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","388","Tomatoes","2002","2002","hg/ha","162897","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","388","Tomatoes","2004","2004","hg/ha","161607","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","388","Tomatoes","2006","2006","hg/ha","179828","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","388","Tomatoes","2008","2008","hg/ha","182032","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","388","Tomatoes","2010","2010","hg/ha","195984","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","388","Tomatoes","2012","2012","hg/ha","205656","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","388","Tomatoes","2014","2014","hg/ha","212418","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","388","Tomatoes","2016","2016","hg/ha","242016","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","388","Tomatoes","2018","2018","hg/ha","250431","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","388","Tomatoes","2020","2020","hg/ha","253362","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","388","Tomatoes","2000","2000","tonnes","7430000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","388","Tomatoes","2002","2002","tonnes","7462300","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","388","Tomatoes","2004","2004","tonnes","8125600","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","388","Tomatoes","2006","2006","tonnes","9820400","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","388","Tomatoes","2008","2008","tonnes","10303000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","388","Tomatoes","2010","2010","tonnes","12433200","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","388","Tomatoes","2012","2012","tonnes","18653000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","388","Tomatoes","2014","2014","tonnes","18735910","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","388","Tomatoes","2016","2016","tonnes","18732000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","388","Tomatoes","2018","2018","tonnes","19759000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","388","Tomatoes","2020","2020","tonnes","20573000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","567","Watermelons","2000","2000","ha","20000","F","FAO estimate"
"QCL","Crops and livestock products","100","India","5312","Area harvested","567","Watermelons","2002","2002","ha","21383","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","100","India","5312","Area harvested","567","Watermelons","2004","2004","ha","22771","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","100","India","5312","Area harvested","567","Watermelons","2006","2006","ha","24066","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","100","India","5312","Area harvested","567","Watermelons","2008","2008","ha","25409","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","100","India","5312","Area harvested","567","Watermelons","2010","2010","ha","26753","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","100","India","5312","Area harvested","567","Watermelons","2012","2012","ha","71000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","567","Watermelons","2014","2014","ha","75000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","567","Watermelons","2016","2016","ha","95000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","567","Watermelons","2018","2018","ha","101000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","567","Watermelons","2020","2020","ha","110000","","Official data"
"QCL","Crops and livestock products","100","India","5419","Yield","567","Watermelons","2000","2000","hg/ha","127500","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","567","Watermelons","2002","2002","hg/ha","131482","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","567","Watermelons","2004","2004","hg/ha","132593","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","567","Watermelons","2006","2006","hg/ha","134889","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","567","Watermelons","2008","2008","hg/ha","136492","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","567","Watermelons","2010","2010","hg/ha","138070","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","567","Watermelons","2012","2012","hg/ha","243239","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","567","Watermelons","2014","2014","hg/ha","241333","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","567","Watermelons","2016","2016","hg/ha","244737","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","567","Watermelons","2018","2018","hg/ha","249505","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","567","Watermelons","2020","2020","hg/ha","253364","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","567","Watermelons","2000","2000","tonnes","255000","F","FAO estimate"
"QCL","Crops and livestock products","100","India","5510","Production","567","Watermelons","2002","2002","tonnes","281147","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","100","India","5510","Production","567","Watermelons","2004","2004","tonnes","301927","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","100","India","5510","Production","567","Watermelons","2006","2006","tonnes","324625","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","100","India","5510","Production","567","Watermelons","2008","2008","tonnes","346812","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","100","India","5510","Production","567","Watermelons","2010","2010","tonnes","369380","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","100","India","5510","Production","567","Watermelons","2012","2012","tonnes","1727000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","567","Watermelons","2014","2014","tonnes","1810000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","567","Watermelons","2016","2016","tonnes","2325000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","567","Watermelons","2018","2018","tonnes","2520000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","567","Watermelons","2020","2020","tonnes","2787000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","15","Wheat","2000","2000","ha","27486000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","15","Wheat","2002","2002","ha","26344700","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","15","Wheat","2004","2004","ha","26594700","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","15","Wheat","2006","2006","ha","26483600","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","15","Wheat","2008","2008","ha","28038600","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","15","Wheat","2010","2010","ha","28457400","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","15","Wheat","2012","2012","ha","29860000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","15","Wheat","2014","2014","ha","30470000","","Official data"
